	0,5	0,6	0,7	0,8	0,9	1	1,1	1,2	1,3	1,4	1,5	1,6	1,7	1,8	1,9	2	2,1	2,2	2,3	2,4	2,5	2,6	2,7	2,8	2,9	3	3,1	3,2	3,3	3,4	3,5	3,6	3,7	3,8	3,9	4	4,1	4,2	4,3	4,4	4,5	4,6	4,7	4,8	4,9	5	5,1	5,2	5,3	5,4	5,5	5,6	5,7	5,8	5,9	6	6,1	6,2	6,3	6,4	6,5	6,6	6,7	6,8	6,9	7
0,000069444	5,30516477	2,343601909	1,193437707	0,671091317	0,406100331	0,260057097	0,173902653	0,120870807	0,086611598	0,063681459	0,047807198	0,036629136	0,028536518	0,022561129	0,018071504	0,014632515	0,011984312	0,009909131	0,008264386	0,006947227	0,005878299	0,005010648	0,004297358	0,003706613	0,00321399	0,002798968	0,002450185	0,002154082	0,001901391	0,001684695	0,001497285	0,001335856	0,00119561	0,001073296	0,000966233	0,000871826	0,000788997	0,000715776	0,000650856	0,000593132	0,000541467	0,000495487	0,000454287	0,000417281	0,000383968	0,000353914	0,000340543	0,000328203	0,000316808	0,000306284	0,000296566	0,000287704	0,000279425	0,000271795	0,000264771	0,000258319	0,000252514	0,000247113	0,000242199	0,000237754	0,000233759	0,000230317	0,00022719	0,000224484	0,000222196	0,000220327
0,002847222	217,5117556	96,08767828	48,93094598	27,51474401	16,65011356	10,66234096	7,130008784	4,955703092	3,551075511	2,610939805	1,960095121	1,501794569	1,169997252	0,925006309	0,740931676	0,59993313	0,49135678	0,406274367	0,338839817	0,284836302	0,241010255	0,205436556	0,176191678	0,151971113	0,131773594	0,114757706	0,100457585	0,08831735	0,077957048	0,069072479	0,06138868	0,05477011	0,049020017	0,044005156	0,039615539	0,035744859	0,032348889	0,029346829	0,026685096	0,024318423	0,022200151	0,020314987	0,018625754	0,017108513	0,015742672	0,014510457	0,013962274	0,013456309	0,012989123	0,012557661	0,012159211	0,011795853	0,011456437	0,011143589	0,010855627	0,010591069	0,010353087	0,010131629	0,009930177	0,009747903	0,009584122	0,009443	0,009314784	0,009203843	0,009110045	0,009033405
0,005625	429,7183463	189,8317546	96,66845426	54,35839671	32,8941268	21,06462482	14,08611491	9,790535377	7,015539423	5,158198152	3,872383044	2,966960001	2,311457986	1,827451489	1,463791847	1,185233744	0,970729248	0,802639603	0,669415249	0,562725377	0,476142212	0,405862465	0,348085998	0,300235613	0,260333197	0,226716443	0,198464985	0,174480617	0,154012705	0,136460263	0,121280074	0,108204364	0,096844423	0,086937016	0,078264845	0,070617892	0,063908781	0,057977881	0,052719336	0,048043713	0,043858836	0,040134487	0,03679722	0,033799745	0,031101377	0,028667001	0,027584005	0,026584415	0,025661437	0,024809038	0,024021857	0,023304002	0,022633449	0,022015382	0,021446482	0,02092382	0,020453661	0,020016146	0,019618154	0,019258052	0,018934486	0,018655683	0,018402379	0,018183203	0,017997895	0,017846484
0,008402778	641,9249371	283,575831	144,4059625	81,20204941	49,13814003	31,46690868	21,04222104	14,62536766	10,48000334	7,705456499	5,784670966	4,432125434	3,45291872	2,729896668	2,186652018	1,770534359	1,450101716	1,199004839	0,99999068	0,840614452	0,711274169	0,606288374	0,519980318	0,448500114	0,388892801	0,338675181	0,296472385	0,260643885	0,230068362	0,203848047	0,181171469	0,161638619	0,14466883	0,129868875	0,116914151	0,105490925	0,095468673	0,086608934	0,078753576	0,071769004	0,06551752	0,059953987	0,054968687	0,050490978	0,046460081	0,042823545	0,041205736	0,039712521	0,038333752	0,037060415	0,035884502	0,034812152	0,03381046	0,032887176	0,032037338	0,03125657	0,030554234	0,029900662	0,029306131	0,028768201	0,028284849	0,027868366	0,027489973	0,027162562	0,026885744	0,026659562
0,011180556	854,1315279	377,3199074	192,1434708	108,0457021	65,38215326	41,86919255	27,99832718	19,46019995	13,94446725	10,25271485	7,696958889	5,897290867	4,594379454	3,632341848	2,90951219	2,355834973	1,929474184	1,595370075	1,330566111	1,118503527	0,946406125	0,806714282	0,691874638	0,596764614	0,517452404	0,450633918	0,394479785	0,346807153	0,306124019	0,271235831	0,241062864	0,215072873	0,192493236	0,172800735	0,155563457	0,140363958	0,127028565	0,115239986	0,104787816	0,095494294	0,087176204	0,079773486	0,073140154	0,06718221	0,061818786	0,056980089	0,054827467	0,052840628	0,051006067	0,049311792	0,047747147	0,046320301	0,044987472	0,04375897	0,042628193	0,041589321	0,040654807	0,039785178	0,038994109	0,038278351	0,037635213	0,037081048	0,036577567	0,036141922	0,035773593	0,035472641
0,013958333	1066,338119	471,0639837	239,8809791	134,8893548	81,6261665	52,27147641	34,95443331	24,29503223	17,40893116	12,79997319	9,609246812	7,3624563	5,735840188	4,534787027	3,632372361	2,941135588	2,408846652	1,991735311	1,661141543	1,396392602	1,181538082	1,007140191	0,863768958	0,745029114	0,646012008	0,562592655	0,492487185	0,432970421	0,382179676	0,338623616	0,300954258	0,268507127	0,240317643	0,215732595	0,194212763	0,175236991	0,158588457	0,143871039	0,130822056	0,119219585	0,108834889	0,099592986	0,091311621	0,083873442	0,07717749	0,071136632	0,068449198	0,065968734	0,063678382	0,061563169	0,059609793	0,05782845	0,056164484	0,054630764	0,053219049	0,051922071	0,05075538	0,049669694	0,048682086	0,0477885	0,046985576	0,046293731	0,045665162	0,045121281	0,044661442	0,044285719
0,016736111	1278,54471	564,8080601	287,6184874	161,7330075	97,87017973	62,67376027	41,91053944	29,12986452	20,87339507	15,34723154	11,52153474	8,827621733	6,877300921	5,437232207	4,355232533	3,526436202	2,88821912	2,388100547	1,991716974	1,674281677	1,416670038	1,207566099	1,035663278	0,893293615	0,774571611	0,674551393	0,590494585	0,519133689	0,458235333	0,4060114	0,360845653	0,321941381	0,28814205	0,258664454	0,232862069	0,210110024	0,190148348	0,172502092	0,156856296	0,142944876	0,130493573	0,119412486	0,109483088	0,100564674	0,092536195	0,085293176	0,082070929	0,07909684	0,076350696	0,073814546	0,071472438	0,0693366	0,067341495	0,065502557	0,063809904	0,062254822	0,060855953	0,059554211	0,058370063	0,057298649	0,056335939	0,055506414	0,054752756	0,054100641	0,053549291	0,053098798
0,019513889	1490,7513	658,5521365	335,3559956	188,5766602	114,114193	73,07604413	48,86664557	33,9646968	24,33785899	17,89448989	13,43382266	10,29278717	8,018761655	6,339677387	5,078092704	4,111736817	3,367591588	2,784465783	2,322292405	1,952170752	1,651801995	1,407992008	1,207557597	1,041558115	0,903131215	0,78651013	0,688501985	0,605296957	0,53429099	0,473399184	0,420737048	0,375375635	0,335966456	0,301596314	0,271511375	0,244983057	0,22170824	0,201133144	0,182890536	0,166670166	0,152152257	0,139231986	0,127654555	0,117255907	0,107894899	0,09944972	0,09569266	0,092224946	0,089023011	0,086065923	0,083335083	0,080844749	0,078518507	0,076374351	0,07440076	0,072587572	0,070956526	0,069438727	0,068058041	0,066808798	0,065686303	0,064719097	0,06384035	0,06308	0,062437141	0,061911876
0,022291667	1702,957891	752,2962128	383,0935039	215,4203129	130,3582062	83,47832799	55,8227517	38,79952909	27,8023229	20,44174823	15,34611058	11,7579526	9,160222389	7,242122566	5,800952875	4,697037431	3,846964056	3,180831019	2,652867837	2,230059827	1,886933951	1,608417917	1,379451917	1,189822616	1,031690819	0,898468867	0,786509385	0,691460225	0,610346647	0,540786968	0,480628442	0,428809889	0,383790863	0,344528174	0,310160682	0,27985609	0,253268132	0,229764197	0,208924776	0,190395457	0,173810942	0,159051485	0,145826022	0,133947139	0,123253604	0,113606264	0,109314391	0,105353052	0,101695326	0,0983173	0,095197728	0,092352898	0,089695519	0,087246145	0,084991615	0,082920323	0,081057099	0,079323243	0,077746018	0,076318947	0,075036666	0,07393178	0,072927945	0,07205936	0,07132499	0,070724955
0,025069444	1915,164482	846,0402892	430,8310122	242,2639656	146,6022194	93,88061186	62,77885783	43,63436137	31,26678681	22,98900658	17,2583985	13,22311803	10,30168312	8,144567746	6,523813047	5,282338046	4,326336524	3,577196254	2,983443268	2,507948902	2,122065908	1,808843825	1,551346237	1,338087116	1,160250422	1,010427605	0,884516785	0,777623493	0,686402304	0,608174753	0,540519837	0,482244143	0,431615269	0,387460033	0,348809988	0,314729123	0,284828024	0,258395249	0,234959016	0,214120747	0,195469626	0,178870985	0,163997489	0,150638371	0,138612308	0,127762807	0,122936122	0,118481159	0,114367641	0,110568677	0,107060374	0,103861048	0,10087253	0,098117939	0,095582471	0,093253074	0,091157672	0,08920776	0,087433995	0,085829097	0,08438703	0,083144463	0,082015539	0,081038719	0,080212839	0,079538033
