0,000069444	0,500000000	0,600000000	0,700000000	0,800000000	0,900000000	1,000000000	1,100000000	1,200000000	1,300000000	1,400000000	1,500000000	1,600000000	1,700000000	1,800000000	1,900000000	2,000000000	2,100000000	2,200000000	2,300000000	2,400000000	2,500000000	2,600000000	2,700000000	2,800000000	2,900000000	3,000000000	3,100000000	3,200000000	3,300000000	3,400000000	3,500000000	3,600000000	3,700000000	3,800000000	3,900000000	4,000000000	4,100000000	4,200000000	4,300000000	4,400000000	4,500000000	4,600000000	4,700000000	4,800000000	4,900000000	5,000000000	5,100000000	5,200000000	5,300000000	5,400000000	5,500000000	5,600000000	5,700000000	5,800000000	5,900000000	6,000000000	6,100000000	6,200000000	6,300000000	6,400000000	6,500000000	6,600000000	6,700000000	6,800000000	6,900000000	7,000000000	
0,002847222	5,305164770	2,343601909	1,193437707	0,671091317	0,406100331	0,260057097	0,173902653	0,120870807	0,086611598	0,063681459	0,047807198	0,036629136	0,028536518	0,022561129	0,018071504	0,014632515	0,011984312	0,009909131	0,008264386	0,006947227	0,005878299	0,005010648	0,004297358	0,003706613	0,003213990	0,002798968	0,002450185	0,002154082	0,001901391	0,001684695	0,001497285	0,001335856	0,001195610	0,001073296	0,000966233	0,000871826	0,000788997	0,000715776	0,000650856	0,000593132	0,000541467	0,000495487	0,000454287	0,000417281	0,000383968	0,000353914	0,000340543	0,000328203	0,000316808	0,000306284	0,000296566	0,000287704	0,000279425	0,000271795	0,000264771	0,000258319	0,000252514	0,000247113	0,000242199	0,000237754	0,000233759	0,000230317	0,000227190	0,000224484	0,000222196	0,000220327	
0,005625000	217,511755559	96,087678276	48,930945983	27,514744014	16,650113564	10,662340959	7,130008784	4,955703092	3,551075511	2,610939805	1,960095121	1,501794569	1,169997252	0,925006309	0,740931676	0,599933130	0,491356780	0,406274367	0,338839817	0,284836302	0,241010255	0,205436556	0,176191678	0,151971113	0,131773594	0,114757706	0,100457585	0,088317350	0,077957048	0,069072479	0,061388680	0,054770110	0,049020017	0,044005156	0,039615539	0,035744859	0,032348889	0,029346829	0,026685096	0,024318423	0,022200151	0,020314987	0,018625754	0,017108513	0,015742672	0,014510457	0,013962274	0,013456309	0,012989123	0,012557661	0,012159211	0,011795853	0,011456437	0,011143589	0,010855627	0,010591069	0,010353087	0,010131629	0,009930177	0,009747903	0,009584122	0,009443000	0,009314784	0,009203843	0,009110045	0,009033405	
0,008402778	429,718346348	189,831754642	96,668454259	54,358396711	32,894126796	21,064624821	14,086114914	9,790535377	7,015539423	5,158198152	3,872383044	2,966960001	2,311457986	1,827451489	1,463791847	1,185233744	0,970729248	0,802639603	0,669415249	0,562725377	0,476142212	0,405862465	0,348085998	0,300235613	0,260333197	0,226716443	0,198464985	0,174480617	0,154012705	0,136460263	0,121280074	0,108204364	0,096844423	0,086937016	0,078264845	0,070617892	0,063908781	0,057977881	0,052719336	0,048043713	0,043858836	0,040134487	0,036797220	0,033799745	0,031101377	0,028667001	0,027584005	0,026584415	0,025661437	0,024809038	0,024021857	0,023304002	0,022633449	0,022015382	0,021446482	0,020923820	0,020453661	0,020016146	0,019618154	0,019258052	0,018934486	0,018655683	0,018402379	0,018183203	0,017997895	0,017846484	
0,011180556	641,924937137	283,575831008	144,405962535	81,202049407	49,138140029	31,466908683	21,042221044	14,625367662	10,480003336	7,705456499	5,784670966	4,432125434	3,452918720	2,729896668	2,186652018	1,770534359	1,450101716	1,199004839	0,999990680	0,840614452	0,711274169	0,606288374	0,519980318	0,448500114	0,388892801	0,338675181	0,296472385	0,260643885	0,230068362	0,203848047	0,181171469	0,161638619	0,144668830	0,129868875	0,116914151	0,105490925	0,095468673	0,086608934	0,078753576	0,071769004	0,065517520	0,059953987	0,054968687	0,050490978	0,046460081	0,042823545	0,041205736	0,039712521	0,038333752	0,037060415	0,035884502	0,034812152	0,033810460	0,032887176	0,032037338	0,031256570	0,030554234	0,029900662	0,029306131	0,028768201	0,028284849	0,027868366	0,027489973	0,027162562	0,026885744	0,026659562	
0,013958333	854,131527927	377,319907375	192,143470811	108,045702104	65,382153262	41,869192545	27,998327175	19,460199947	13,944467249	10,252714846	7,696958889	5,897290867	4,594379454	3,632341848	2,909512190	2,355834973	1,929474184	1,595370075	1,330566111	1,118503527	0,946406125	0,806714282	0,691874638	0,596764614	0,517452404	0,450633918	0,394479785	0,346807153	0,306124019	0,271235831	0,241062864	0,215072873	0,192493236	0,172800735	0,155563457	0,140363958	0,127028565	0,115239986	0,104787816	0,095494294	0,087176204	0,079773486	0,073140154	0,067182210	0,061818786	0,056980089	0,054827467	0,052840628	0,051006067	0,049311792	0,047747147	0,046320301	0,044987472	0,043758970	0,042628193	0,041589321	0,040654807	0,039785178	0,038994109	0,038278351	0,037635213	0,037081048	0,036577567	0,036141922	0,035773593	0,035472641	
0,016736111	1066,338118716	471,063983741	239,880979087	134,889354800	81,626166495	52,271476408	34,954433305	24,295032232	17,408931161	12,799973192	9,609246812	7,362456300	5,735840188	4,534787027	3,632372361	2,941135588	2,408846652	1,991735311	1,661141543	1,396392602	1,181538082	1,007140191	0,863768958	0,745029114	0,646012008	0,562592655	0,492487185	0,432970421	0,382179676	0,338623616	0,300954258	0,268507127	0,240317643	0,215732595	0,194212763	0,175236991	0,158588457	0,143871039	0,130822056	0,119219585	0,108834889	0,099592986	0,091311621	0,083873442	0,077177490	0,071136632	0,068449198	0,065968734	0,063678382	0,061563169	0,059609793	0,057828450	0,056164484	0,054630764	0,053219049	0,051922071	0,050755380	0,049669694	0,048682086	0,047788500	0,046985576	0,046293731	0,045665162	0,045121281	0,044661442	0,044285719	
0,019513889	1278,544709505	564,808060108	287,618487363	161,733007497	97,870179728	62,673760270	41,910539436	29,129864517	20,873395074	15,347231539	11,521534735	8,827621733	6,877300921	5,437232207	4,355232533	3,526436202	2,888219120	2,388100547	1,991716974	1,674281677	1,416670038	1,207566099	1,035663278	0,893293615	0,774571611	0,674551393	0,590494585	0,519133689	0,458235333	0,406011400	0,360845653	0,321941381	0,288142050	0,258664454	0,232862069	0,210110024	0,190148348	0,172502092	0,156856296	0,142944876	0,130493573	0,119412486	0,109483088	0,100564674	0,092536195	0,085293176	0,082070929	0,079096840	0,076350696	0,073814546	0,071472438	0,069336600	0,067341495	0,065502557	0,063809904	0,062254822	0,060855953	0,059554211	0,058370063	0,057298649	0,056335939	0,055506414	0,054752756	0,054100641	0,053549291	0,053098798	
0,022291667	1490,751300294	658,552136474	335,355995639	188,576660193	114,114192960	73,076044132	48,866645566	33,964696802	24,337858987	17,894489886	13,433822657	10,292787166	8,018761655	6,339677387	5,078092704	4,111736817	3,367591588	2,784465783	2,322292405	1,952170752	1,651801995	1,407992008	1,207557597	1,041558115	0,903131215	0,786510130	0,688501985	0,605296957	0,534290990	0,473399184	0,420737048	0,375375635	0,335966456	0,301596314	0,271511375	0,244983057	0,221708240	0,201133144	0,182890536	0,166670166	0,152152257	0,139231986	0,127654555	0,117255907	0,107894899	0,099449720	0,095692660	0,092224946	0,089023011	0,086065923	0,083335083	0,080844749	0,078518507	0,076374351	0,074400760	0,072587572	0,070956526	0,069438727	0,068058041	0,066808798	0,065686303	0,064719097	0,063840350	0,063080000	0,062437141	0,061911876	
0,025069444	1702,957891083	752,296212841	383,093503915	215,420312890	130,358206193	83,478327994	55,822751696	38,799529087	27,802322900	20,441748233	15,346110580	11,757952598	9,160222389	7,242122566	5,800952875	4,697037431	3,846964056	3,180831019	2,652867837	2,230059827	1,886933951	1,608417917	1,379451917	1,189822616	1,031690819	0,898468867	0,786509385	0,691460225	0,610346647	0,540786968	0,480628442	0,428809889	0,383790863	0,344528174	0,310160682	0,279856090	0,253268132	0,229764197	0,208924776	0,190395457	0,173810942	0,159051485	0,145826022	0,133947139	0,123253604	0,113606264	0,109314391	0,105353052	0,101695326	0,098317300	0,095197728	0,092352898	0,089695519	0,087246145	0,084991615	0,082920323	0,081057099	0,079323243	0,077746018	0,076318947	0,075036666	0,073931780	0,072927945	0,072059360	0,071324990	0,070724955	
